# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
<<<<<<< HEAD
  178       6.991825858084e-10       1.124943616617e-13      -5.026236849515e-12       0.000000000000e+00       2.026289144949e-12       4.022365204468e-13      -2.172120492116e-15 
  179       7.023929151210e-10       1.110076044276e-13      -4.930616666243e-12       0.000000000000e+00       1.992790228026e-12       3.972926566595e-13      -2.122691941628e-15 
  180       7.055429100400e-10       1.095356794916e-13      -4.831299359230e-12       0.000000000000e+00       1.960033440823e-12       3.924608971888e-13      -2.074225779127e-15 
  181       7.086315387643e-10       1.080825123835e-13      -4.728298275344e-12       0.000000000000e+00       1.928005011996e-12       3.877351916626e-13      -2.026606417191e-15 
  182       7.116577625772e-10       1.066521482695e-13      -4.621629281518e-12       0.000000000000e+00       1.896688955807e-12       3.831089705352e-13      -1.979711031388e-15 
  183       7.146205357536e-10       1.052487532451e-13      -4.511310802465e-12       0.000000000000e+00       1.866067032243e-12       3.785751364470e-13      -1.933409448342e-15 
  184       7.175188054672e-10       1.038766156286e-13      -4.397363858405e-12       0.000000000000e+00       1.836118707119e-12       3.741260555830e-13      -1.887564033794e-15 
  185       7.203515116976e-10       1.025401472533e-13      -4.279812102783e-12       0.000000000000e+00       1.806821112190e-12       3.697535490324e-13      -1.842029580668e-15 
  186       7.231175871368e-10       1.012438847614e-13      -4.158681859995e-12       0.000000000000e+00       1.778149005263e-12       3.654488841475e-13      -1.796653197132e-15 
  187       7.258159570973e-10       9.999249089644e-14      -4.034002163107e-12       0.000000000000e+00       1.750074730306e-12       3.612027659028e-13      -1.751274194664e-15 
  188       7.284455394182e-10       9.879075579670e-14      -3.905804791579e-12       0.000000000000e+00       1.722568177554e-12       3.570053282544e-13      -1.705723976115e-15 
  189       7.310052443729e-10       9.764359828808e-14      -3.774124308983e-12       0.000000000000e+00       1.695596743627e-12       3.528461254990e-13      -1.659825923771e-15 
  190       7.334939745759e-10       9.655606717716e-14      -3.638998100732e-12       0.000000000000e+00       1.669125291631e-12       3.487141236330e-13      -1.613395287418e-15 
  191       7.359106986892e-10       9.553313393584e-14      -3.500464223117e-12       0.000000000000e+00       1.643123097164e-12       3.445999939346e-13      -1.566279772313e-15 
  192       7.382546789102e-10       9.457905069385e-14      -3.358554691655e-12       0.000000000000e+00       1.617585351299e-12       3.405032038495e-13      -1.518484936382e-15 
  193       7.405252604077e-10       9.369794646874e-14      -3.213301760766e-12       0.000000000000e+00       1.592513197420e-12       3.364254425686e-13      -1.470058004974e-15 
  194       7.427217992041e-10       9.289403205010e-14      -3.064740097535e-12       0.000000000000e+00       1.567906873462e-12       3.323683655354e-13      -1.421048037894e-15 
  195       7.448436623250e-10       9.217160060997e-14      -2.912906812271e-12       0.000000000000e+00       1.543765694879e-12       3.283335933378e-13      -1.371505950646e-15 
  196       7.468902279465e-10       9.153502831332e-14      -2.757841489065e-12       0.000000000000e+00       1.520088037612e-12       3.243227106016e-13      -1.321484535677e-15 
  197       7.488608855450e-10       9.098877492840e-14      -2.599586216356e-12       0.000000000000e+00       1.496871321061e-12       3.203372648825e-13      -1.271038483621e-15 
  198       7.507550360447e-10       9.053738443724e-14      -2.438185617483e-12       0.000000000000e+00       1.474111991056e-12       3.163787655589e-13      -1.220224404546e-15 
  199       7.525720919670e-10       9.018548564601e-14      -2.273686881253e-12       0.000000000000e+00       1.451805502821e-12       3.124486827244e-13      -1.169100849191e-15 
  200       7.543114775784e-10       8.993779279550e-14      -2.106139792494e-12       0.000000000000e+00       1.429946303950e-12       3.085484460804e-13      -1.117728330216e-15 
  201       7.559726290397e-10       8.979910617151e-14      -1.935596762622e-12       0.000000000000e+00       1.408527817370e-12       3.046794438288e-13      -1.066169343445e-15 
  202       7.575549945540e-10       8.977431271527e-14      -1.762112860194e-12       0.000000000000e+00       1.387542424316e-12       3.008430215646e-13      -1.014488389107e-15 
  203       7.590580345156e-10       8.986838663388e-14      -1.585745841474e-12       0.000000000000e+00       1.366981447299e-12       2.970404811683e-13      -9.627519930818e-16 
  204       7.604812216585e-10       9.008639001075e-14      -1.406556180991e-12       0.000000000000e+00       1.346835133073e-12       2.932730796986e-13      -9.110287281459e-16 
  205       7.618240412050e-10       9.043347341600e-14      -1.224607102096e-12       0.000000000000e+00       1.327092635608e-12       2.895420282850e-13      -8.593892352128e-16 
  206       7.630859910140e-10       9.091487651687e-14      -1.039964607528e-12       0.000000000000e+00       1.307741999058e-12       2.858484910206e-13      -8.079062445788e-16 
  207       7.642665817301e-10       9.153592868820e-14      -8.526975099694e-13       0.000000000000e+00       1.288770140729e-12       2.821935838541e-13      -7.566545971671e-16 
  208       7.653653369316e-10       9.230204962279e-14      -6.628774626069e-13       0.000000000000e+00       1.270162834050e-12       2.785783734831e-13      -7.057112657710e-16 
  209       7.663817932794e-10       9.321874994187e-14      -4.705789896934e-13       0.000000000000e+00       1.251904691546e-12       2.750038762463e-13      -6.551553762984e-16 
  210       7.673155006655e-10       9.429163180552e-14      -2.758795171067e-13       0.000000000000e+00       1.233979147800e-12       2.714710570161e-13      -6.050682290152e-16 
  211       7.681660223616e-10       9.552638952306e-14      -7.885940290957e-14       0.000000000000e+00       1.216368442429e-12       2.679808280912e-13      -5.555333197899e-16 
  212       7.689329351675e-10       9.692881016351e-14       1.203980320897e-13       0.000000000000e+00       1.199053603050e-12       2.645340480893e-13      -5.066363613367e-16 
  213       7.696158680311e-10       9.850444349679e-14       3.218107625242e-13       0.000000000000e+00       1.182018148725e-12       2.611314790905e-13      -4.584497184169e-16 
  214       7.702146205008e-10       1.002575857575e-13       5.253112163069e-13       0.000000000000e+00       1.165259513825e-12       2.577736571462e-13      -4.109845001700e-16 
  215       7.707290525628e-10       1.021922284029e-13       7.308339466909e-13       0.000000000000e+00       1.148778363062e-12       2.544610108816e-13      -3.642352721536e-16 
  216       7.711590471370e-10       1.043123823560e-13       9.383114042285e-13       0.000000000000e+00       1.132574933156e-12       2.511939012490e-13      -3.181953319543e-16 
  217       7.715045103273e-10       1.066220777452e-13       1.147673917502e-12       0.000000000000e+00       1.116649025597e-12       2.479726203107e-13      -2.728566893999e-16 
  218       7.717653716710e-10       1.091253636446e-13       1.358849673855e-12       0.000000000000e+00       1.100999999416e-12       2.447973900216e-13      -2.282100467707e-16 
  219       7.719415843888e-10       1.118263078135e-13       1.571764700120e-12       0.000000000000e+00       1.085626763941e-12       2.416683610115e-13      -1.842447790118e-16 
  220       7.720331256348e-10       1.147289964362e-13       1.786342843354e-12       0.000000000000e+00       1.070527771567e-12       2.385856113683e-13      -1.409489139445e-16 
  221       7.720399967461e-10       1.178375338626e-13       2.002505751564e-12       0.000000000000e+00       1.055701010516e-12       2.355491454205e-13      -9.830911247869e-17 
  222       7.719622234926e-10       1.211560423474e-13       2.220172854441e-12       0.000000000000e+00       1.041143997605e-12       2.325588925199e-13      -5.631064882399e-17 
  223       7.717998563274e-10       1.246886617900e-13       2.439261344089e-12       0.000000000000e+00       1.026853771008e-12       2.296147058241e-13      -1.493739070213e-17 
  224       7.715529706358e-10       1.284395494751e-13       2.659686155754e-12       0.000000000000e+00       1.012826883018e-12       2.267163610795e-13       2.582822044150e-17 
  225       7.712216669859e-10       1.324128798118e-13       2.881359948560e-12       0.000000000000e+00       9.990593928162e-13       2.238635554035e-13       6.600518922593e-17 
  226       7.708060713781e-10       1.366128440740e-13       3.104193086233e-12       0.000000000000e+00       9.855468592317e-13       2.210559060678e-13       1.056139861228e-16 
  227       7.703063354948e-10       1.410436501401e-13       3.328093617836e-12       0.000000000000e+00       9.722843335077e-13       2.182929492807e-13       1.446765672447e-16 
  228       7.697226369507e-10       1.457095222327e-13       3.552967258497e-12       0.000000000000e+00       9.592663520650e-13       2.155741389699e-13       1.832163941328e-16 
  229       7.690551795421e-10       1.506147006591e-13       3.778717370142e-12       0.000000000000e+00       9.464869292663e-13       2.128988455649e-13       2.212584535459e-16 
  230       7.683041934974e-10       1.557634415507e-13       4.005244942223e-12       0.000000000000e+00       9.339395501802e-13       2.102663547802e-13       2.588292772477e-16 
  231       7.674699357262e-10       1.611600166028e-13       4.232448572450e-12       0.000000000000e+00       9.216171633453e-13       2.076758663975e-13       2.959569617957e-16 
  232       7.665526900698e-10       1.668087128150e-13       4.460224447521e-12       0.000000000000e+00       9.095121735346e-13       2.051264930487e-13       3.326711883289e-16 
  233       7.655527675507e-10       1.727138322308e-13       4.688466323855e-12       0.000000000000e+00       8.976164345191e-13       2.026172589984e-13       3.690032423561e-16 
  234       7.644705066224e-10       1.788796916773e-13       4.917065508318e-12       0.000000000000e+00       8.859212418325e-13       2.001470989268e-13       4.049860335442e-16 
  235       7.633062734195e-10       1.853106225056e-13       5.145910838957e-12       0.000000000000e+00       8.744173255347e-13       1.977148567120e-13       4.406541155062e-16 
  236       7.620604620074e-10       1.920109703302e-13       5.374888665728e-12       0.000000000000e+00       8.630948429765e-13       1.953192842130e-13       4.760437055897e-16 
  237       7.607334946322e-10       1.989850947693e-13       5.603882831231e-12       0.000000000000e+00       8.519433715633e-13       1.929590400524e-13       5.111927046645e-16 
  238       7.593258178091e-10       2.062369752900e-13       5.832781283315e-12       0.000000000000e+00       8.409539146163e-13       1.906329115951e-13       5.461322344613e-16 
  239       7.578378898088e-10       2.137690027852e-13       6.061496397291e-12       0.000000000000e+00       8.301250687611e-13       1.883404983245e-13       5.808606397611e-16 
  240       7.562701928976e-10       2.215831142819e-13       6.289945847538e-12       0.000000000000e+00       8.194572161478e-13       1.860815675068e-13       6.153679495452e-16 
  241       7.546232376704e-10       2.296811791661e-13       6.518046081111e-12       0.000000000000e+00       8.089505419860e-13       1.838558339760e-13       6.496442196714e-16 
  242       7.528975632915e-10       2.380649980913e-13       6.745712312455e-12       0.000000000000e+00       7.986050315556e-13       1.816629593875e-13       6.836795347667e-16 
  243       7.510937377361e-10       2.467363018881e-13       6.972858518132e-12       0.000000000000e+00       7.884204672184e-13       1.795025514715e-13       7.174640101213e-16 
  244       7.492123580309e-10       2.556967504725e-13       7.199397431541e-12       0.000000000000e+00       7.783964254287e-13       1.773741632867e-13       7.509877935816e-16 
  245       7.472540504954e-10       2.649479317552e-13       7.425240537637e-12       0.000000000000e+00       7.685322737443e-13       1.752772924736e-13       7.842410674435e-16 
  246       7.452194709831e-10       2.744913605503e-13       7.650298067656e-12       0.000000000000e+00       7.588271678375e-13       1.732113805085e-13       8.172140503460e-16 
  247       7.431093051224e-10       2.843284774846e-13       7.874478993835e-12       0.000000000000e+00       7.492800485064e-13       1.711758119564e-13       8.498969991644e-16 
  248       7.409242685575e-10       2.944606479060e-13       8.097691024130e-12       0.000000000000e+00       7.398896386856e-13       1.691699137253e-13       8.822802109035e-16 
  249       7.386651071899e-10       3.048891607928e-13       8.319840596944e-12       0.000000000000e+00       7.306544404572e-13       1.671929543189e-13       9.143540245910e-16 
